00:00;14.5;66.90
00:15;14.4;66.80
00:30;14.4;66.90
00:45;14.4;66.90
01:00;14.5;67.40
01:15;14.3;66.90
01:30;14.3;66.90
01:45;14.3;66.70
02:00;14.3;67.60
02:15;14.2;67.70
02:30;14.2;67.20
02:45;14.2;67.40
03:00;14.2;67.40
03:15;14.2;67.20
03:30;14.1;68.00
03:45;14.1;68.00
04:00;14.1;67.80
04:15;14.0;69.10
04:30;14.2;69.20
04:45;14.1;69.10
05:00;14.0;69.10
05:15;14.0;69.10
05:30;14.0;68.90
05:45;14.0;69.20
06:00;14.1;69.10
06:15;14.1;68.90
06:30;14.1;69.20
06:45;14.1;69.20
07:00;14.4;69.20
07:15;14.3;69.60
07:30;14.3;69.50
07:45;14.4;69.10
08:00;14.4;69.30
08:15;14.4;69.30
08:30;14.5;69.00
08:45;14.4;69.80
09:00;14.4;69.90
09:15;14.5;70.30
09:30;14.5;70.70
09:45;14.6;70.40
10:00;14.7;70.00
10:15;14.7;70.00
10:30;14.7;70.50
10:45;14.8;70.70
11:00;15.1;69.80
11:15;15.3;69.40
11:30;15.4;69.40
11:45;15.4;69.30
12:00;15.7;68.80
12:15;15.8;68.90
12:30;15.6;69.00
12:45;15.8;68.70
13:00;15.8;68.70
13:15;15.8;68.70
13:30;15.8;68.60
13:45;15.8;68.60
14:00;15.7;68.80
14:15;15.7;69.00
14:30;15.7;69.00
14:45;15.8;69.00
15:00;15.8;69.40
15:15;16.0;69.50
15:30;16.2;69.10
15:45;16.1;68.60
16:00;16.2;69.00
16:15;16.3;68.90
16:30;16.5;68.50
16:45;16.6;68.30
17:00;16.6;68.30
17:15;16.7;68.10
17:30;16.8;67.80
17:45;16.9;68.60
18:00;17.0;67.50
18:15;17.4;67.00
18:30;17.5;67.60
18:45;17.6;67.10
19:00;17.4;66.50
19:15;17.4;66.50
19:30;17.3;67.40
19:45;17.1;67.50
20:00;17.5;67.20
20:15;17.5;65.90
20:30;17.4;67.30
20:45;17.5;67.00
21:00;17.4;67.40
21:15;17.4;67.40
21:30;17.4;66.30
21:45;17.4;66.30
22:00;17.6;66.10
22:15;17.5;66.00
22:30;17.5;66.00
22:45;17.2;67.90
23:00;17.2;67.90
23:15;17.3;66.90
23:30;17.4;66.40
23:45;17.3;66.40
