00:00;16.3;60.90
00:15;16.1;60.20
00:30;15.7;59.80
00:45;15.5;60.20
01:00;15.4;63.10
01:15;15.2;60.80
01:30;14.8;62.90
01:45;14.8;62.90
02:00;14.8;61.30
02:15;14.9;61.30
02:30;14.3;63.40
02:45;14.2;61.80
03:00;14.2;61.80
03:15;14.3;61.50
03:30;14.0;63.40
03:45;13.9;61.60
04:00;14.0;63.00
04:15;14.0;63.00
04:30;14.0;64.30
04:45;14.1;64.20
05:00;13.9;62.40
05:15;13.7;62.60
05:30;13.7;62.60
05:45;13.3;63.10
06:00;13.3;63.50
06:15;13.0;65.60
06:30;13.1;65.90
06:45;13.1;65.90
07:00;13.1;65.40
07:15;13.0;63.90
07:30;13.0;65.60
07:45;12.9;65.00
08:00;13.0;66.00
08:15;13.0;66.00
08:30;13.0;66.00
08:45;13.1;65.60
09:00;13.0;66.40
09:15;13.0;65.00
09:30;13.0;65.40
09:45;13.0;67.10
10:00;13.0;67.10
10:15;12.9;64.20
10:30;12.9;64.20
10:45;13.0;64.50
11:00;13.0;65.30
11:15;12.9;67.20
11:30;13.0;65.60
11:45;13.0;66.10
12:00;13.0;66.10
12:15;13.3;67.70
12:30;13.4;68.00
12:45;13.5;68.50
13:00;14.0;68.10
13:15;14.1;67.90
13:30;14.2;67.70
13:45;14.4;67.90
14:00;14.4;67.90
14:15;14.9;67.60
14:30;14.9;67.60
14:45;15.4;67.10
15:00;15.5;67.30
15:15;15.8;67.90
15:30;15.8;67.80
15:45;15.9;67.80
16:00;16.1;67.80
16:15;16.1;67.10
16:30;16.2;67.10
16:45;16.5;67.90
17:00;16.6;67.80
17:15;16.7;66.30
17:30;16.7;66.30
17:45;16.7;67.30
18:00;16.9;66.80
18:15;16.9;66.80
18:30;17.0;66.70
18:45;16.9;66.80
19:00;16.9;66.80
19:15;16.7;67.20
19:30;16.6;67.30
19:45;16.6;67.30
20:00;16.6;67.10
20:15;16.5;66.60
20:30;16.5;66.70
20:45;16.0;66.60
21:00;15.9;66.60
21:15;15.7;66.70
21:30;15.7;66.70
21:45;15.4;66.70
22:00;15.2;67.10
22:15;15.1;66.60
22:30;15.0;66.50
22:45;15.0;66.90
23:00;15.0;66.90
23:15;14.6;66.40
23:30;14.6;66.90
23:45;14.5;66.90
