00:00;9.9;91.70
00:15;10.1;91.30
00:30;10.1;91.30
00:45;10.3;90.90
01:00;10.3;91.30
01:15;10.3;91.20
01:30;9.9;91.30
01:45;9.5;91.60
02:00;9.4;91.40
02:15;9.7;90.40
02:30;9.7;90.40
02:45;9.4;90.80
03:00;8.9;90.20
03:15;8.8;90.20
03:30;8.7;90.60
03:45;8.4;90.80
04:00;8.6;90.50
04:15;8.6;90.50
04:30;9.0;89.50
04:45;9.0;89.40
05:00;9.7;85.90
05:15;9.6;85.80
05:30;10.0;87.50
05:45;9.3;92.30
06:00;9.3;92.30
06:15;9.1;91.70
06:30;8.8;91.10
06:45;8.5;91.10
07:00;8.3;89.40
07:15;8.3;89.40
07:30;8.3;88.70
07:45;8.4;89.70
08:00;8.8;87.00
08:15;8.8;87.00
08:30;9.0;85.30
08:45;8.9;83.20
09:00;9.0;84.30
09:15;9.2;84.50
09:30;9.2;84.60
09:45;9.3;81.80
10:00;9.3;81.70
10:15;10.0;77.70
10:30;9.9;79.50
10:45;9.9;79.50
11:00;9.9;80.70
11:15;9.9;81.30
11:30;10.4;83.80
11:45;10.4;83.80
12:00;11.3;81.10
12:15;11.9;80.90
12:30;9.9;91.70
12:45;10.1;91.30
13:00;10.1;91.30
13:15;10.3;90.90
13:30;10.3;91.30
13:45;10.3;91.20
14:00;9.9;91.30
14:15;9.5;91.60
14:30;9.4;91.40
14:45;9.7;90.40
15:00;9.7;90.40
15:15;9.4;90.80
15:30;8.9;90.20
15:45;8.8;90.20
16:00;8.7;90.60
16:15;8.4;90.80
16:30;8.3;91.10
16:45;8.4;90.50
17:00;8.1;91.30
17:15;7.7;90.90
17:30;7.7;91.30
17:45;7.4;91.20
18:00;7.4;91.30
18:15;7.3;91.60
18:30;7.2;91.40
18:45;7.1;90.40
19:00;7.3;90.90
19:15;7.4;91.30
19:30;7.4;91.20
19:45;7.4;91.30
20:00;7.1;90.20
20:15;6.9;91.30
20:30;6.8;90.90
20:45;6.5;91.30
21:00;6.2;91.20
21:15;6.0;91.30
21:30;6.0;91.60
21:45;5.9;91.40
22:00;5.9;90.40
22:15;5.9;91.70
22:30;6.1;91.30
22:45;6.0;91.30
23:00;6.2;90.90
23:15;6.2;91.30
23:30;6.2;91.20
23:45;6.3;91.30
