00:00;6.4;99.90
00:15;6.5;99.90
00:30;6.4;99.90
00:45;6.5;99.90
01:00;6.5;99.90
01:15;6.5;99.90
01:30;6.5;99.90
01:45;6.5;99.90
02:00;6.5;99.90
02:15;6.6;99.90
02:30;6.5;99.90
02:45;6.5;99.90
03:00;6.5;99.90
03:15;6.5;99.90
03:30;6.5;99.90
03:45;6.5;99.90
04:00;6.7;99.90
04:15;6.8;99.90
04:30;6.8;99.90
04:45;7.0;99.90
05:00;7.1;99.90
05:15;7.2;99.90
05:30;7.4;99.90
05:45;7.3;99.90
06:00;7.5;99.90
06:15;7.5;99.90
06:30;7.6;99.90
06:45;7.7;99.90
07:00;7.6;99.90
07:15;7.8;99.90
07:30;7.7;99.90
07:45;8.0;99.90
08:00;8.0;99.90
08:15;8.1;99.90
08:30;8.2;99.90
08:45;8.3;99.90
09:00;8.3;99.90
09:15;8.3;99.90
09:30;8.4;99.90
09:45;8.4;99.90
10:00;8.4;99.90
10:15;8.5;99.90
10:30;8.5;99.90
10:45;8.6;99.90
11:00;8.6;99.90
11:15;8.7;99.90
11:30;8.7;99.90
11:45;8.7;99.90
12:00;8.7;99.90
12:15;8.7;99.90
12:30;8.8;99.90
12:45;8.7;99.90
13:00;9.0;99.90
13:15;9.0;99.90
13:30;9.1;99.90
13:45;9.2;99.90
14:00;9.2;99.90
14:15;9.3;99.90
14:30;9.3;99.90
14:45;9.5;99.90
15:00;9.5;99.90
15:15;9.5;99.90
15:30;9.7;99.90
15:45;9.8;99.90
16:00;10.0;99.90
16:15;10.0;99.90
16:30;9.9;99.90
16:45;10.0;99.90
17:00;10.0;99.90
17:15;9.8;99.90
17:30;9.8;99.90
17:45;9.8;99.90
18:00;9.6;99.90
18:15;9.6;99.90
18:30;9.6;99.90
18:45;9.2;99.90
19:00;9.2;99.90
19:15;9.3;99.90
19:30;9.3;99.90
19:45;9.5;99.90
20:00;9.5;99.90
20:15;9.6;99.90
20:30;9.6;99.90
20:45;9.6;99.90
21:00;9.4;99.90
21:15;9.4;99.90
21:30;9.4;99.00
21:45;9.6;97.10
22:00;9.5;96.70
22:15;9.6;96.00
22:30;9.3;94.50
22:45;9.3;94.50
23:00;9.5;93.20
23:15;9.7;93.30
23:30;9.4;93.10
23:45;9.6;93.20
